site_group	site_name	recon_name	recon_originator	recon_citation	recon_link	base_name	base_originator	base_link	col_name	lat	lon
"USA, CA"	Feather River Inflow to Lake Oroville	Feather River Inflow to Lake Oroville	"Meko, D.M."	"Meko, D. M. 2001. Reconstructed Sacramento River System Runoff From Tree Rings. Report prepared for the California Department of Water Resources, July 2001."	http://www.treeflow.info/content/feather-river-inflow-oroville-reservoir-ca	CDEC FTO	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FTO	featheroroville	39.522	-121.547
"USA, CA"	Salinas River at Paso Robles	Salinas River at Paso Robles	"Griffin, R.D."	"Griffin, R.D. 2007. A 600-Year Streamflow History in the Salinas Valley Reconstructed from Blue Oak Tree Rings. M.A. Thesis. University of Arkansas, Fayetteville. 67 pages."	http://www.treeflow.info/content/salinas-river-paso-robles-ca	USGS 11147500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11147500&agency_cd=USGS	salinas	35.628611	-120.683333
"USA, OR"	"Klamath River at Keno, OR"	"Klamath River at Keno, OR"	"Malevich, S.B.; Woodhouse, C.A.; Meko, D.M."	"Malevich, S.B., C.A. Woodhouse, D.M. Meko. 2013. Tree-ring reconstructed hydroclimate of the Upper Klamath basin. Journal of Hydrology, doi.org/10.1016/j.jhydrol.2013.04.048"	http://www.treeflow.info/content/klamath-r-keno-or-natural-flows	USGS 11509500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11509500&agency_cd=USGS	klamath	42.133333	-121.961111
"USA, CA"	"Trinity River at Lewiston, CA"	"Trinity River at Lewiston, CA"	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/trinity-r-lewiston-ca	USGS 11525500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11525500&agency_cd=USGS	trinity	40.724722	-122.801111
"USA, CA"	Yuba River at Smartville	Yuba River at Smartville	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/yuba-river-smartville-ca	CDEC YRS	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=YRS	yuba	39.23517	-121.27412
"USA, CA"	American River inflow to Lake Folsom	American River inflow to Lake Folsom	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/american-river-inflow-folsom-lake-ca	CDEC AMF	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=AMF	american	38.683	-121.183
"USA, CA"	Sacramento River above Bend Bridge	Sacramento River above Bend Bridge	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/sacramento-river-bend-bridge	CDEC SBB	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SBB	sacramento	40.289	-122.186
"USA, CA"	Stanislaus River inflow to New Melones	Stanislaus River inflow to New Melones	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/stanislaus-river-inflow-new-melones-lake	CDEC SNS	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SNS	stanslaus	37.852	-120.637
"USA, CA"	Tuolumne River inflow to New Don Pedro	Tuolumne River inflow to New Don Pedro	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/tuolumne-river-inflow-new-don-pedro-reservoir	CDEC TLG	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=TLG	tuolumne	37.666	-120.441
"USA, CA"	Merced River inflow to New Exchequer	Merced River inflow to New Exchequer	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/merced-river-inflow-lake-mcclure	CDEC MRC	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=MRC	merced	37.522	-120.331
"USA, CA"	San Joaquin River inflow to Millerton	San Joaquin River inflow to Millerton	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/san-joaquin-river-inflow-millerton-lake	CDEC SJF	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SJF	san.joaquin	36.984394	-119.724312
"USA, CA"	San Joaquin River Four Rivers	San Joaquin River Four Rivers	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/san-joaquin-river-four-rivers-index-ca	CDEC SJQ4	CDEC		san.joaquin4		
"USA, AZ"	Gila River near Solomon	Gila River near Solomon			http://www.treeflow.info/content/gila-river-near-solomon-az	USGS 09448500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09448500&agency_cd=USGS	gila	32.868333	-109.510556
"USA, AZ"	"Salt River, Tonto Creek"	"Salt River, Tonto Creek"			http://www.treeflow.info/content/salt-river-tonto-creek-az	USGS 09499000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09499000&agency_cd=USGS	salt.tonto	33.98	-111.302778
"USA, AZ"	"Salt River, Verde River, Tonto Creek"	"Salt River, Verde River, Tonto Creek"			http://www.treeflow.info/content/salt-river-verde-river-tonto-creek-az	USGS 09498500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09498500&agency_cd=USGS	salt.verde.tonto	33.619444	-110.920833
"USA, AZ"	Verde River below Tanglewood Creek	Verde River below Tanglewood Creek			http://www.treeflow.info/content/verde-river-az	USGS 09508500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09508500&agency_cd=USGS	verde	34.073056	-111.715556
"USA, CO"	"Rio Grande near Del Norte, CO"	"Rio Grande near Del Norte, CO"	"Woodhouse, C.A.; Stahle, D.W.; Villanueva-Diaz, J."	"Woodhouse, C.A., D.W. Stahle, and J. Villanueva-Díaz. 2012. Rio Grande and Rio Conchos water supply variability from instrumental and paleoclimatic records. Climate Research, 51: 125-136. doi: 10.3354/cr01059"	http://www.treeflow.info/content/rio-grande-near-del-norte-co	USGS 08220000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08220000&agency_cd=USGS	riograndedelnorte	37.688611	-106.459861
"USA, CO"	"Saguache Creek near Saguache, CO"	"Saguache Creek near Saguache, CO"			http://www.treeflow.info/content/saguache-creek-near-saguache-co	USGS 08227000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08227000&agency_cd=USGS	saguache	38.163333	-106.29
"USA, CO"	"Alamosa River above Terrace Res., CO"	"Alamosa River above Terrace Res., CO"			http://www.treeflow.info/content/alamosa-river-above-terrace-reservoir-co	USGS 08236000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08236000&agency_cd=USGS	alamosa	37.374722	-106.334167
"USA, CO"	"Conejos River near Mogote, CO"	"Conejos River near Mogote, CO"			http://www.treeflow.info/content/conejos-river-near-mogote-co	USGS 08246500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08246500&agency_cd=USGS	conejos	37.053889	-106.186944
"USA, NM"	"Rio Grande at Otowi, NM (update)"	"Rio Grande at Otowi, NM (update)"			http://www.treeflow.info/content/rio-grande-owoti-new-mexico-update	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowiupdate	35.8745	-106.142444
"USA, NM"	"Rio Grande at Otowi, NM (NRCS)"	"Rio Grande at Otowi, NM (NRCS)"			http://www.treeflow.info/content/rio-grande-otowi-bridge-nm-nrcs-flows	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowinrcs..1.	35.8745	-106.142444
"USA, NM"	"Rio Grande at Otowi, NM (Natural)"	"Rio Grande at Otowi, NM (Natural)"			http://www.treeflow.info/content/rio-grande-otowi-bridge-nm-natural-flows	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowinatural	35.8745	-106.142444
"USA, NM"	"Santa Fe River near Santa Fe, NM (Short)"	"Santa Fe River near Santa Fe, NM (Short)"	"Margolis, E.Q.; Meko, D.M.; Touchan, R."	"Margolis, E. Q., Meko, D. M., and R. Touchan. 2011. A tree-ring reconstruction of streamflow in the Santa Fe River, New Mexico. Journal of Hydrology, 397(1-2): 118-127."	http://www.treeflow.info/content/santa-fe-river-near-santa-fe-nm-short	USGS 08316000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08316000&agency_cd=USGS	santafe_recon_short	35.686444	-105.843611
"USA, NM"	"Santa Fe River near Santa Fe, NM (Long)"	"Santa Fe River near Santa Fe, NM (Long)"	"Margolis, E.Q.; Meko, D.M.; Touchan, R."	"Margolis, E. Q., Meko, D. M., and R. Touchan. 2011. A tree-ring reconstruction of streamflow in the Santa Fe River, New Mexico. Journal of Hydrology, 397(1-2): 118-127."	http://www.treeflow.info/content/santa-fe-river-near-santa-fe-nm-long	USGS 08316000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08316000&agency_cd=USGS	santafe_recon_long	35.686444	-105.843611
"USA, CO"	"Arkansas River at Canon City, CO (Update)"	"Arkansas River at Canon City, CO (Update)"			http://www.treeflow.info/content/arkansas-river-canon-city-co-update	USGS 07096000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07096000&agency_cd=USGS	arkansascanoncity	38.433889	-105.256667
"USA, CO"	"Arkansas River at Canon City, CO"	"Arkansas River at Canon City, CO"			http://www.treeflow.info/content/arkansas-river-canon-city-co	USGS 07096000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07096000&agency_cd=USGS	arkansascanoncity	38.433889	-105.256667
"USA, NM"	"Canadian River near Sanchez, NM"	"Canadian River near Sanchez, NM"			http://www.treeflow.info/content/canadian-river-near-sanchez-nm	USGS 07221500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07221500&agency_cd=USGS	candian	35.654833	-104.378611
"USA, CO"	"Arkansas River at Salida, CO"	"Arkansas River at Salida, CO"			http://www.treeflow.info/content/arkansas-river-salida-colorado	USGS 07091500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07091500&agency_cd=USGS	arkasassalida	38.545833	-106.01
"USA, MD"	"Potomac River at Point of Rocks, MD"	"Potomac River at Point of Rocks, MD"	"Maxwell, R.S.; Hessl, A.E.; Cook, E.R.; Pederson, N."	"Maxwell, R. S., A. E. Hessl, E. R. Cook, and N. Pederson. 2011. A multispecies tree ring reconstruction of Potomac River streamflow (950–2001). Water Resources Research, 47, W05512, doi:10.1029/2010WR010019."	http://www.treeflow.info/content/potomac-river-point-rocks-md	USGS 01638500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=01638500&agency_cd=USGS	potomac	39.273583	-77.543111
