site_group	site_name	recon_name	recon_originator	recon_citation	recon_link	base_name	base_originator	base_link	col_name	lat	lon
"USA, CA"	"Sacramento River, Four Rivers (Update)"	"Sacramento River, Four Rivers (Update)"	"Meko, D.M."	"Meko, D. M. 2001. Reconstructed Sacramento River System Runoff From Tree Rings. Report prepared for the California Department of Water Resources, July 2001."	http://www.treeflow.info/content/sacramento-river-four-rivers-index-ca	CDEC SAC4	CDEC		sacramentofour		
"USA, CA"	Feather River Inflow to Lake Oroville (Update)	Feather River Inflow to Lake Oroville (Update)	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/feather-river-inflow-oroville-reservoir-ca-update	CDEC FTO	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FTO	featherorovilleupdate	39.522	-121.547
"USA, CA"	Feather River Inflow to Lake Oroville	Feather River Inflow to Lake Oroville	"Meko, D.M."	"Meko, D. M. 2001. Reconstructed Sacramento River System Runoff From Tree Rings. Report prepared for the California Department of Water Resources, July 2001."	http://www.treeflow.info/content/feather-river-inflow-oroville-reservoir-ca	CDEC FTO	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FTO	featheroroville	39.522	-121.547
"USA, CA"	Salinas River at Paso Robles	Salinas River at Paso Robles	"Griffin, R.D."	"Griffin, R.D. 2007. A 600-Year Streamflow History in the Salinas Valley Reconstructed from Blue Oak Tree Rings. M.A. Thesis. University of Arkansas, Fayetteville. 67 pages."	http://www.treeflow.info/content/salinas-river-paso-robles-ca	USGS 11147500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11147500&agency_cd=USGS	salinas	35.628611	-120.683333
"USA, OR"	"Klamath River at Keno, OR"	"Klamath River at Keno, OR"	"Malevich, S.B.; Woodhouse, C.A.; Meko, D.M."	"Malevich, S.B., C.A. Woodhouse, D.M. Meko. 2013. Tree-ring reconstructed hydroclimate of the Upper Klamath basin. Journal of Hydrology, doi.org/10.1016/j.jhydrol.2013.04.048"	http://www.treeflow.info/content/klamath-r-keno-or-natural-flows	USGS 11509500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11509500&agency_cd=USGS	klamath	42.133333	-121.961111
"USA, CA"	"Trinity River at Lewiston, CA"	"Trinity River at Lewiston, CA"	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/trinity-r-lewiston-ca	USGS 11525500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=11525500&agency_cd=USGS	trinity	40.724722	-122.801111
"USA, CA"	Yuba River at Smartville	Yuba River at Smartville	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/yuba-river-smartville-ca	CDEC YRS	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=YRS	yuba	39.23517	-121.27412
"USA, CA"	American River inflow to Lake Folsom	American River inflow to Lake Folsom	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/american-river-inflow-folsom-lake-ca	CDEC AMF	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=AMF	american	38.683	-121.183
"USA, CA"	Sacramento River above Bend Bridge	Sacramento River above Bend Bridge	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/sacramento-river-bend-bridge	CDEC SBB	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SBB	sacramento	40.289	-122.186
"USA, CA"	Stanislaus River inflow to New Melones	Stanislaus River inflow to New Melones	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/stanislaus-river-inflow-new-melones-lake	CDEC SNS	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SNS	stanslaus	37.852	-120.637
"USA, CA"	Tuolumne River inflow to New Don Pedro	Tuolumne River inflow to New Don Pedro	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/tuolumne-river-inflow-new-don-pedro-reservoir	CDEC TLG	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=TLG	tuolumne	37.666	-120.441
"USA, CA"	Merced River inflow to New Exchequer	Merced River inflow to New Exchequer	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/merced-river-inflow-lake-mcclure	CDEC MRC	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=MRC	merced	37.522	-120.331
"USA, CA"	San Joaquin River inflow to Millerton	San Joaquin River inflow to Millerton	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/san-joaquin-river-inflow-millerton-lake	CDEC SJF	CDEC	http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=SJF	san.joaquin	36.984394	-119.724312
"USA, CA"	San Joaquin River Four Rivers	San Joaquin River Four Rivers	"Meko, D.M.; Woodhouse, C.A.; Touchan, R."	"Klamath/San Joaquin/Sacramento Hydroclimatic Reconstructions, Final Report to CADWR from Tree Rings"	http://www.treeflow.info/content/san-joaquin-river-four-rivers-index-ca	CDEC SJQ4	CDEC		san.joaquin4		
"USA, AZ"	Gila River near Solomon	Gila River near Solomon			http://www.treeflow.info/content/gila-river-near-solomon-az	USGS 09448500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09448500&agency_cd=USGS	gila	32.868333	-109.510556
"USA, AZ"	"Salt River, Tonto Creek"	"Salt River, Tonto Creek"			http://www.treeflow.info/content/salt-river-tonto-creek-az	USGS 09499000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09499000&agency_cd=USGS	salt.tonto	33.98	-111.302778
"USA, AZ"	"Salt River, Verde River, Tonto Creek"	"Salt River, Verde River, Tonto Creek"			http://www.treeflow.info/content/salt-river-verde-river-tonto-creek-az	USGS 09498500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09498500&agency_cd=USGS	salt.verde.tonto	33.619444	-110.920833
"USA, AZ"	Verde River below Tanglewood Creek	Verde River below Tanglewood Creek			http://www.treeflow.info/content/verde-river-az	USGS 09508500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=09508500&agency_cd=USGS	verde	34.073056	-111.715556
"USA, CO"	"Rio Grande near Del Norte, CO"	"Rio Grande near Del Norte, CO"	"Woodhouse, C.A.; Stahle, D.W.; Villanueva-Diaz, J."	"Woodhouse, C.A., D.W. Stahle, and J. Villanueva-Díaz. 2012. Rio Grande and Rio Conchos water supply variability from instrumental and paleoclimatic records. Climate Research, 51: 125-136. doi: 10.3354/cr01059"	http://www.treeflow.info/content/rio-grande-near-del-norte-co	USGS 08220000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08220000&agency_cd=USGS	riograndedelnorte	37.688611	-106.459861
"USA, CO"	"Saguache Creek near Saguache, CO"	"Saguache Creek near Saguache, CO"			http://www.treeflow.info/content/saguache-creek-near-saguache-co	USGS 08227000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08227000&agency_cd=USGS	saguache	38.163333	-106.29
"USA, CO"	"Alamosa River above Terrace Res., CO"	"Alamosa River above Terrace Res., CO"			http://www.treeflow.info/content/alamosa-river-above-terrace-reservoir-co	USGS 08236000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08236000&agency_cd=USGS	alamosa	37.374722	-106.334167
"USA, CO"	"Conejos River near Mogote, CO"	"Conejos River near Mogote, CO"			http://www.treeflow.info/content/conejos-river-near-mogote-co	USGS 08246500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08246500&agency_cd=USGS	conejos	37.053889	-106.186944
"USA, NM"	"Rio Grande at Otowi, NM (update)"	"Rio Grande at Otowi, NM (update)"			http://www.treeflow.info/content/rio-grande-owoti-new-mexico-update	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowiupdate	35.8745	-106.142444
"USA, NM"	"Rio Grande at Otowi, NM (NRCS)"	"Rio Grande at Otowi, NM (NRCS)"			http://www.treeflow.info/content/rio-grande-otowi-bridge-nm-nrcs-flows	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowinrcs..1.	35.8745	-106.142444
"USA, NM"	"Rio Grande at Otowi, NM (Natural)"	"Rio Grande at Otowi, NM (Natural)"			http://www.treeflow.info/content/rio-grande-otowi-bridge-nm-natural-flows	USGS 08313000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08313000&agency_cd=USGS	riograndeotowinatural	35.8745	-106.142444
"USA, NM"	"Santa Fe River near Santa Fe, NM (Short)"	"Santa Fe River near Santa Fe, NM (Short)"	"Margolis, E.Q.; Meko, D.M.; Touchan, R."	"Margolis, E. Q., Meko, D. M., and R. Touchan. 2011. A tree-ring reconstruction of streamflow in the Santa Fe River, New Mexico. Journal of Hydrology, 397(1-2): 118-127."	http://www.treeflow.info/content/santa-fe-river-near-santa-fe-nm-short	USGS 08316000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08316000&agency_cd=USGS	santafe_recon_short	35.686444	-105.843611
"USA, NM"	"Santa Fe River near Santa Fe, NM (Long)"	"Santa Fe River near Santa Fe, NM (Long)"	"Margolis, E.Q.; Meko, D.M.; Touchan, R."	"Margolis, E. Q., Meko, D. M., and R. Touchan. 2011. A tree-ring reconstruction of streamflow in the Santa Fe River, New Mexico. Journal of Hydrology, 397(1-2): 118-127."	http://www.treeflow.info/content/santa-fe-river-near-santa-fe-nm-long	USGS 08316000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=08316000&agency_cd=USGS	santafe_recon_long	35.686444	-105.843611
"USA, CO"	"Arkansas River at Canon City, CO (Update)"	"Arkansas River at Canon City, CO (Update)"			http://www.treeflow.info/content/arkansas-river-canon-city-co-update	USGS 07096000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07096000&agency_cd=USGS	arkansascanoncity_update	38.433889	-105.256667
"USA, CO"	"Arkansas River at Canon City, CO"	"Arkansas River at Canon City, CO"			http://www.treeflow.info/content/arkansas-river-canon-city-co	USGS 07096000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07096000&agency_cd=USGS	arkansascanoncity	38.433889	-105.256667
"USA, NM"	"Canadian River near Sanchez, NM"	"Canadian River near Sanchez, NM"			http://www.treeflow.info/content/canadian-river-near-sanchez-nm	USGS 07221500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07221500&agency_cd=USGS	candian	35.654833	-104.378611
"USA, CO"	"Arkansas River at Salida, CO"	"Arkansas River at Salida, CO"			http://www.treeflow.info/content/arkansas-river-salida-colorado	USGS 07091500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07091500&agency_cd=USGS	arkasassalida	38.545833	-106.01
"USA, MD"	"Potomac River at Point of Rocks, MD"	"Potomac River at Point of Rocks, MD"	"Maxwell, R.S.; Hessl, A.E.; Cook, E.R.; Pederson, N."	"Maxwell, R. S., A. E. Hessl, E. R. Cook, and N. Pederson. 2011. A multispecies tree ring reconstruction of Potomac River streamflow (950–2001). Water Resources Research, 47, W05512, doi:10.1029/2010WR010019."	http://www.treeflow.info/content/potomac-river-point-rocks-md	USGS 01638500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=01638500&agency_cd=USGS	potomac	39.273583	-77.543111
Australia	Burdekin River	Burdekin River Annual Runoff 	"Isdale, P.J.; Stewart, B.J.; Tickle, K.S.; Lough, J.M."	"Isdale, P.J., B.J. Stewart, K.S. Tickle, and J.M. Lough. 1998. Palaeohydrological variation in a tropical river catchment: a reconstruction using fluorescent bands in corals of the Great Barrier Reef, Australia.  The Holocene, 8: 1-8."	https://www.ncdc.noaa.gov/paleo/study/6391				burdekin	-19.6668	147.5184
Chile	Atuel River	Atuel River Reconstruction				APS El Sosneado			atuel	-35.1	-69.6
Chile	Limay River	Limay River Reconstruction							limay	-40	-70
Chile	Neuquen River	Neuquen River Reconstruction				Paso de Indio			neuquen	-38.531944	-69.413611
Mongolia	Kherlen River	"Kherlen River, Mongolia 385 Year Streamflow Reconstruction"	"Davi, N.K.; Pederson, N.; Leland, C.; Nachin, B.; Suran, B.; Jacoby, G.C."	"Nicole K. Davi, Neil Pederson, Caroline Leland, Baatarbileg Nachin, Byambagerel Suran, Gordon C. Jacoby. 2013. Is eastern Mongolia drying? A long-term perspective of a multidecadal trend. Water Resources Research, 49(1), 151-158. doi: 10.1029/2012WR011834"	https://www.ncdc.noaa.gov/paleo/study/15445				kherlen	47.3121	110.6644
Mongolia	Selenge River	"Selenge River, Mongolia Streamflow Reconstruction"	"Davi, N."	"Davi, N., et al.  2006. Selenge River, Mongolia Streamflow Reconstruction. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series # 2006-033. NOAA/NCDC Paleoclimatology Program, Boulder CO, USA."	https://www.ncdc.noaa.gov/paleo/study/6273				selenge	49.233333	101.35
New Zealand	Hurunui River	Hurunui River Reconstruction	"Norton, D.A."	"Norton, D.A., 1987. Reconstruction of past river flow and precipitation in Canterbury, New Zealand from analysis of tree-rings. Journal of Hydrology (New Zealand) 26, 161-174."					hurunui	-42.851607	172.701045
"USA, AR"	White River (Summer)	"White River, Arkansas 963-Year Streamflow Reconstruction"	"Cleaveland, M.K."	"M. K. Cleaveland. 2000. A 963-year reconstruction of summer (JJA) stream flow in the White River, Arkansas, USA, from tree-rings. The Holocene, 10(11), 33-41. doi: 10.1191/095968300666157027"	https://www.ncdc.noaa.gov/paleo/study/6219	USGS 07077800	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07077800&agency_cd=USGS	white_summer	34.686	-91.3154
"USA, AR"	White River	"White River, Arkansas 281 Year Flow Reconstruction"	"Cleaveland, M.K.; Stahle, D.W."	"Malcolm K. Cleaveland and David W. Stahle. 1989. Tree ring analysis of surplus and deficit runoff in the White River, Arkansas. Water Resources Research, 25(6), 1391-1401. doi: 10.1029/WR025i006p01391"	https://www.ncdc.noaa.gov/paleo/study/16460	USGS 07077800	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=07077800&agency_cd=USGS	white.y	34.686	-91.3154
"USA, MT"	Upper Yellowstone River	Upper Yellowstone River Flow Reconstruction	"Graumlich, L.J.; M.F.J. Pisaric; L.A. Waggoner; J.S. Littell; J.C. King"	"Graumlich, L.J., M.F.J. Pisaric, L.A. Waggoner, J.S. Littell, and J.C. King, Upper Yellowstone River Flow and Teleconnections with Pacific Basin Climate Variability During the Past Three Centuries, Climatic Change, July 2003, Volume 59, Issue 1-2, pp.245-262."		USGS 06191500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06191500&agency_cd=USGS	yellowstone	45.112119	-110.793667
Australia	Queensland Rivers Sum	Queensland 350-Year Rainfall and Riverflow Reconstructions	"Lough, J.M."	"Lough, J.M. 2007. Tropical river flow and rainfall reconstructions from coral luminescence: Great Barrier Reef, Australia. Paleoceanography, Vol. 22, PA2218. doi:10.1029/2006PA001377"	https://www.ncdc.noaa.gov/paleo/study/15188				queensland	-15.5	144.5
"USA,  WY"	Shell Creek Above Shell Creek Reservoir Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06278300	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06278300&agency_cd=USGS	usgs_06278300	44.50801953	-107.4036886
"USA,  WY"	South Fork Shoshone River Near Valley Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06280300	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06280300&agency_cd=USGS	usgs_06280300	44.20828238	-109.5548879
"USA,  MT"	Little Bighorn River At State Line Nr Wyola Mt	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06289000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06289000&agency_cd=USGS	usgs_06289000	45.0069097	-107.6150953
"USA,  WY"	Middle Fork Powder River Near Barnum Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06309200	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06309200&agency_cd=USGS	usgs_06309200	43.57773999	-107.1383995
"USA,  WY"	North Fork Powder River Near Hazelton Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06311000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06311000&agency_cd=USGS	usgs_06311000	44.02774228	-107.0808955
"USA,  ND"	Bear Den Creek Nr Mandaree Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06332515	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06332515&agency_cd=USGS	usgs_06332515	47.78723694	-102.7685256
"USA,  ND"	Little Beaver Creek Nr Marmarth Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06335000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06335000&agency_cd=USGS	usgs_06335000	46.2747278	-103.9763192
"USA,  ND"	Knife River At Manning Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06339100	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06339100&agency_cd=USGS	usgs_06339100	47.23612594	-102.7699074
"USA,  ND"	Green River Nr New Hradec Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06344600	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06344600&agency_cd=USGS	usgs_06344600	47.02779158	-103.0532355
"USA,  ND"	Cannonball River At Regent Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06350000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06350000&agency_cd=USGS	usgs_06350000	46.42667116	-102.5518303
"USA,  ND"	Cedar Creek Nr Haynes Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06352000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06352000&agency_cd=USGS	usgs_06352000	46.15417025	-102.4740467
"USA,  ND"	Cannonball River At Breien Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06354000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06354000&agency_cd=USGS	usgs_06354000	46.37611111	-100.9344444
"USA,  ND"	Beaver Creek At Linton Nd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06354500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06354500&agency_cd=USGS	usgs_06354500	46.25749005	-100.2331695
"USA,  SD"	Moreau R Near Whitehorse Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06360500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06360500&agency_cd=USGS	usgs_06360500	45.25581712	-100.8429214
"USA,  SD"	Battle Cr At Hermosa Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06406000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06406000&agency_cd=USGS	usgs_06406000	43.82804586	-103.1960211
"USA,  SD"	Castle Cr Above Deerfield Res Near Hill City Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06409000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06409000&agency_cd=USGS	usgs_06409000	44.01359238	-103.8304784
"USA,  SD"	Bad R Near Fort Pierre Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06441500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06441500&agency_cd=USGS	usgs_06441500	44.32664897	-100.3843003
"USA,  SD"	White R Near Kadoka Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06447000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06447000&agency_cd=USGS	usgs_06447000	43.75249491	-101.5248665
"USA,  SD"	Little White R Below White River Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06450500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06450500&agency_cd=USGS	usgs_06450500	43.60138549	-100.7498608
"USA,  SD"	White R Near Oacoma Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06452000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06452000&agency_cd=USGS	usgs_06452000	43.74832745	-99.5564948
"USA,  NE"	Ponca Creek At Anoka Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06453500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06453500&agency_cd=USGS	usgs_06453500	42.94303611	-98.84054722
